timestamp,Codigo,Nome,Grupo_Sinal,N_Total,N_Treino,N_Holdout,N_Lags,Modelo,Parametros,RMSE,MAE,MAPE,Selecionado,Ruido_Branco,LB_Pvalor,Lags_Sig_PACF,Metodo_Lags
20260527_095838,569004544,CONVÊNIO PROGRAMA BRASIL ALFABETIZADO III - RESOLU - PROGRAMA BRASIL ALFABETIZADO,apenas_positivos,81,69,12,3,ARIMA,"(1,1,3)",19043.729548782972,12372.981754409731,11.736141290103873,False,False,1.377691613466506e-110,"[1, 2, 3]",pacf
20260527_095838,569004544,CONVÊNIO PROGRAMA BRASIL ALFABETIZADO III - RESOLU - PROGRAMA BRASIL ALFABETIZADO,apenas_positivos,81,69,12,3,LR,Ridge(alpha=10.0),23767.33326689392,15694.516487399198,14.48899132182735,False,False,1.377691613466506e-110,"[1, 2, 3]",pacf
20260527_095838,569004544,CONVÊNIO PROGRAMA BRASIL ALFABETIZADO III - RESOLU - PROGRAMA BRASIL ALFABETIZADO,apenas_positivos,81,69,12,3,SVR,"{'C': 100, 'epsilon': 0.1, 'kernel': 'linear'}",20169.929050670475,13314.75104594459,12.542022382890872,False,False,1.377691613466506e-110,"[1, 2, 3]",pacf
20260527_095838,569004544,CONVÊNIO PROGRAMA BRASIL ALFABETIZADO III - RESOLU - PROGRAMA BRASIL ALFABETIZADO,apenas_positivos,81,69,12,3,MLP,"{'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'learning_rate_init': 0.01}",18472.254182191802,11990.627243569174,11.468265052890597,True,False,1.377691613466506e-110,"[1, 2, 3]",pacf
20260527_095838,569004596,CONVÊNIO PAR TERMO DE COMPROMISSO - ROBÓTICA - 1007/2017,apenas_positivos,81,69,12,4,ARIMA,"(3,1,1)",2259.715587032351,1856.4314464403258,20.06825162226796,False,False,3.03618696728943e-62,"[1, 4]",pacf
20260527_095838,569004596,CONVÊNIO PAR TERMO DE COMPROMISSO - ROBÓTICA - 1007/2017,apenas_positivos,81,69,12,4,LR,Ridge(alpha=0.1),1879.0508210748956,1508.8552491661012,16.24541364930537,True,False,3.03618696728943e-62,"[1, 4]",pacf
20260527_095838,569004596,CONVÊNIO PAR TERMO DE COMPROMISSO - ROBÓTICA - 1007/2017,apenas_positivos,81,69,12,4,SVR,"{'C': 1, 'epsilon': 0.1, 'kernel': 'linear'}",3378.9858804135974,2800.284850302556,30.277815970934718,False,False,3.03618696728943e-62,"[1, 4]",pacf
20260527_095838,569004596,CONVÊNIO PAR TERMO DE COMPROMISSO - ROBÓTICA - 1007/2017,apenas_positivos,81,69,12,4,MLP,"{'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'learning_rate_init': 0.01}",5104.860873478752,4605.098042212524,51.524621726615116,False,False,3.03618696728943e-62,"[1, 4]",pacf
20260527_095838,569004611,CONVÊNIO PAR TERMO DE COMPROMISSO - 99-3 / 2018 BN - 99-3 / 2018,apenas_positivos,81,69,12,11,ARIMA,"(2,1,0)",1194.789989863443,1005.6466121588769,44.94350635575139,False,False,1.9650451483402627e-69,"[1, 11]",pacf
20260527_095838,569004611,CONVÊNIO PAR TERMO DE COMPROMISSO - 99-3 / 2018 BN - 99-3 / 2018,apenas_positivos,81,69,12,11,LR,Ridge(alpha=10.0),1795.8943964827133,1330.207358430432,64.49541781227603,False,False,1.9650451483402627e-69,"[1, 11]",pacf
20260527_095838,569004611,CONVÊNIO PAR TERMO DE COMPROMISSO - 99-3 / 2018 BN - 99-3 / 2018,apenas_positivos,81,69,12,11,SVR,"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'linear'}",1542.635585905443,1289.3569700420023,57.99771209617308,False,False,1.9650451483402627e-69,"[1, 11]",pacf
20260527_095838,569004611,CONVÊNIO PAR TERMO DE COMPROMISSO - 99-3 / 2018 BN - 99-3 / 2018,apenas_positivos,81,69,12,11,MLP,"{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}",897.9556373024427,720.8604882247624,21.324760893173547,True,False,1.9650451483402627e-69,"[1, 11]",pacf
20260527_095838,569004612,CONVÊNIO PAR TERMO DE COMPROMISSO - 333-3 / 2018 - - 333-3 / 2018,apenas_positivos,33,27,6,0,N/A,N/A,,,,False,True,0.9999999979652414,[],nenhum
20260527_095838,569004725,CONVÊNIO AQUISIÇÃO DE EQUIPAMENTOS PARA O LABORATÓ - 027850/2018,apenas_positivos,58,47,11,0,N/A,N/A,,,,False,True,0.8416730738346425,[6],nenhum
20260527_095838,569004726,CONVÊNIO AQUISIÇÃO DE EQUIPAMENTOS PARA REQUALIFIC - 027016/2018,apenas_positivos,57,46,11,0,N/A,N/A,,,,False,True,0.9999999999999519,[],nenhum
20260527_095838,569004727,CONVÊNIO AQUISIÇÃO DE EQUIPAMENTOS E MOBILIÁRIO PA - 028883/2018,apenas_positivos,57,46,11,0,N/A,N/A,,,,False,True,0.9999999999969523,[],nenhum
20260527_095838,569004763,CONVÊNIO PAR TERMO DE COMPROMISSO - BNCC - ENSINO  - 1068-3/2019,apenas_positivos,57,46,11,0,N/A,N/A,,,,False,True,0.999999999955335,[],nenhum
20260527_095838,569005039,CONVÊNIO PAR TERMO DE COMPROMISSO - EMENDA PARLAME - 3832-3/2021,apenas_positivos,28,23,5,1,ARIMA,"(0,2,2)",1.4351821639502909,1.119475004220012,3.9675058660801095,True,False,0.00535050750542737,[1],pacf
20260527_095838,569005039,CONVÊNIO PAR TERMO DE COMPROMISSO - EMENDA PARLAME - 3832-3/2021,apenas_positivos,28,23,5,1,LR,Ridge(alpha=0.01),5.387904601640245,4.763194723042519,16.846689529897706,False,False,0.00535050750542737,[1],pacf
20260527_095838,569005039,CONVÊNIO PAR TERMO DE COMPROMISSO - EMENDA PARLAME - 3832-3/2021,apenas_positivos,28,23,5,1,SVR,"{'C': 1, 'epsilon': 0.1, 'kernel': 'linear'}",5.2920246347759745,4.6731786218588045,16.524121857791627,False,False,0.00535050750542737,[1],pacf
20260527_095838,569005039,CONVÊNIO PAR TERMO DE COMPROMISSO - EMENDA PARLAME - 3832-3/2021,apenas_positivos,28,23,5,1,MLP,"{'hidden_layer_sizes': (50,), 'alpha': 0.01, 'learning_rate_init': 0.001}",6.876870429134338,6.457808234804924,23.09369898595123,False,False,0.00535050750542737,[1],pacf
20260527_095838,569005107,CONVÊNIO CURSOS DE EXTENSÃO UNIVERSITÁRIA EM NÍVEL - 026965/2021,apenas_positivos,21,17,4,0,N/A,N/A,,,,False,True,0.9999967101530923,[],nenhum
20260527_095838,569005117,CONVÊNIO PROGRAMA EMERGENCIAL DE EDUCAÇÃO CONECTAD - 00025320220001-006905,apenas_positivos,43,35,8,0,N/A,N/A,,,,False,True,0.99999999994059,[],nenhum
20260527_095838,569005126,CONVÊNIO PROGRAMA PRONATEC - QUALIFICA MAIS EMPREG - RESOLUÇÃO CD/FNDE Nº 08 DE 20/,apenas_positivos,34,28,6,0,N/A,N/A,,,,False,True,0.999999995619203,[],nenhum
20260527_095838,569005192,CONVÊNIO IMPLANTAÇÃO DE CURSOS DE GRADUAÇÃO NA ÁRE - 005032/2022,apenas_positivos,23,19,4,0,N/A,N/A,,,,False,True,0.9999987370590907,[],nenhum
20260527_095838,569005194,CONVÊNIO AQUISIÇÃO DOS EQUIPAMENTOS PARA AULAS PRÁ - 005091/2022,apenas_positivos,29,24,5,0,N/A,N/A,,,,False,True,0.999999346716927,[],nenhum
20260527_095838,569005343,CONVÊNIO PROGRAMA ESCOLA EM TEMPO INTEGRAL -,apenas_positivos,23,19,4,0,N/A,N/A,,,,False,True,0.5614688807926915,[],nenhum
20260527_095838,569005357,CONVÊNIO PAR TERMO DE COMPROMISSO - REPRODUÇÃO DE  - 948921-8/2023,apenas_positivos,19,16,3,0,N/A,N/A,,,,False,True,0.9999956658823197,[],nenhum
20260527_095838,569005381,CONVÊNIO CONSTRUÇÃO DE BLOCO PARA IMPLANTAÇÃO DE U - 001319/2020,apenas_positivos,14,11,3,0,N/A,N/A,,,,False,True,0.9522358598338122,[],nenhum
20260527_095838,569005390,CONVÊNIO PAR TERMO DE COMPROMISSO - FORMAÇÃO - 955629-2/2024,apenas_positivos,19,16,3,0,N/A,N/A,,,,False,True,0.9999940080704071,[],nenhum
20260527_095838,570003601,CONVÊNIO ARQUIVO PÚBLICO - 9209042/2010,apenas_positivos,73,61,12,8,ARIMA,"(2,1,3)",1076.5806075240055,924.1814544130044,25.707835735049716,False,False,4.25364968822084e-43,"[1, 2, 6, 8]",pacf
20260527_095838,570003601,CONVÊNIO ARQUIVO PÚBLICO - 9209042/2010,apenas_positivos,73,61,12,8,LR,Ridge(alpha=100.0),1248.711303935088,1084.0217289325712,30.204453447174938,False,False,4.25364968822084e-43,"[1, 2, 6, 8]",pacf
20260527_095838,570003601,CONVÊNIO ARQUIVO PÚBLICO - 9209042/2010,apenas_positivos,73,61,12,8,SVR,"{'C': 0.1, 'epsilon': 0.01, 'kernel': 'linear'}",1607.0025069715828,1388.7737097065055,38.63115175194232,False,False,4.25364968822084e-43,"[1, 2, 6, 8]",pacf
20260527_095838,570003601,CONVÊNIO ARQUIVO PÚBLICO - 9209042/2010,apenas_positivos,73,61,12,8,MLP,"{'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'learning_rate_init': 0.01}",239.5009228890652,213.24714630080044,6.96298256171755,True,False,4.25364968822084e-43,"[1, 2, 6, 8]",pacf
20260527_095838,570004562,CONVÊNIO APOIO À IMPLANTAÇÃO DE CURSOS NO ÂMBITO D - 038113/2016,apenas_positivos,82,70,12,0,N/A,N/A,,,,False,True,0.9999999999867529,[],nenhum
20260527_095838,570004707,CONVÊNIO CURSO DE GRADUAÇÃO EM LICENCIATURA EM GEO - 056687/2017,apenas_positivos,74,62,12,0,N/A,N/A,,,,False,True,0.5745874945905953,[11],nenhum
20260527_095838,570005007,CONVÊNIO TITULAÇÃO COM O GRAU EM MESTRE EM ENSINO  - 019362/2020,apenas_positivos,52,42,10,0,N/A,N/A,,,,False,True,0.9997797329866036,[],nenhum
20260527_095838,570005035,CONVÊNIO FORMAÇÃO DE LICENCIADOS EM CIÊNCIAS BIOLÓ - 020178/2021,apenas_positivos,50,40,10,0,N/A,N/A,,,,False,True,0.999931093383024,[],nenhum
20260527_095838,570005306,"CONVÊNIO FORMAÇÃO DE LICENCIADOS, BACHARÉIS, TECNÓ - 025676/2022",apenas_positivos,20,16,4,0,N/A,N/A,,,,False,True,0.9287136984849793,[],nenhum
20260527_095838,570005355,CONVÊNIO AQUISIÇÃO DE EQUIPAMENTOS DE TIC PARA SUP - 058427/2023,apenas_positivos,20,16,4,0,N/A,N/A,,,,False,True,0.9999945295057969,[],nenhum
20260527_095838,570005401,CONVÊNIO APOIO AO DESENVOLVIMENTO DA INDÚSTRIA TÊX - 063133/2023,apenas_positivos,16,13,3,0,N/A,N/A,,,,False,True,0.9993054014991156,[],nenhum
20260527_095838,600000000,TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,apenas_positivos,82,70,12,0,N/A,N/A,,,,False,True,0.8424992726493521,[],nenhum
20260527_095838,600001959,CONVÊNIO PROGRAMA PAM DST/AIDS - PORTARIA Nº 572/2003,apenas_positivos,67,55,12,0,N/A,N/A,,,,False,True,0.9774257567521598,[],nenhum
20260527_095838,600002078,CONVÊNIO PROGRAMA EXTRA TETO ANTI-RÁBICA - PORTARIA Nº 1.736/2004,apenas_positivos,70,58,12,0,N/A,N/A,,,,False,True,0.9999999955247103,[],nenhum
20260527_095838,600002083,CONVÊNIO PROGRAMA EXTRA TETO PÓLIO - PORTARIA Nº 1045/04,apenas_positivos,69,57,12,11,ARIMA,"(0,1,1)",39.210483989155335,22.383488592227607,16.767831505727717,False,False,2.376825125539737e-19,"[1, 11]",pacf
20260527_095838,600002083,CONVÊNIO PROGRAMA EXTRA TETO PÓLIO - PORTARIA Nº 1045/04,apenas_positivos,69,57,12,11,LR,Ridge(alpha=100.0),40.738543217833964,24.910390380304907,19.51994538147545,False,False,2.376825125539737e-19,"[1, 11]",pacf
20260527_095838,600002083,CONVÊNIO PROGRAMA EXTRA TETO PÓLIO - PORTARIA Nº 1045/04,apenas_positivos,69,57,12,11,SVR,"{'C': 0.1, 'epsilon': 1, 'kernel': 'rbf'}",39.38928003219032,22.695964828321618,17.114132508122545,False,False,2.376825125539737e-19,"[1, 11]",pacf
20260527_095838,600002083,CONVÊNIO PROGRAMA EXTRA TETO PÓLIO - PORTARIA Nº 1045/04,apenas_positivos,69,57,12,11,MLP,"{'hidden_layer_sizes': (50, 50), 'alpha': 0.001, 'learning_rate_init': 0.001}",32.616280905792884,18.46170293230717,14.734977960669779,True,False,2.376825125539737e-19,"[1, 11]",pacf
20260527_095838,600002199,CONVÊNIO PROGRAMA AGENTES COMUNITÁRIOS DE SAÚDE -  - PORTARIA Nº 2.474/04,positivos_e_negativos,64,52,12,2,ARIMA,"(0,0,2)",55.01623996893117,53.04540403445562,219.6982554426842,False,False,0.002079929458992243,"[1, 2]",pacf
20260527_095838,600002199,CONVÊNIO PROGRAMA AGENTES COMUNITÁRIOS DE SAÚDE -  - PORTARIA Nº 2.474/04,positivos_e_negativos,64,52,12,2,LR,Ridge(alpha=100.0),10.539090442259024,7.511353131553807,24.46518522988265,False,False,0.002079929458992243,"[1, 2]",pacf
20260527_095838,600002199,CONVÊNIO PROGRAMA AGENTES COMUNITÁRIOS DE SAÚDE -  - PORTARIA Nº 2.474/04,positivos_e_negativos,64,52,12,2,SVR,"{'C': 100, 'epsilon': 0.01, 'kernel': 'rbf'}",15.759753632130664,11.838168688291399,36.013402038130785,False,False,0.002079929458992243,"[1, 2]",pacf
20260527_095838,600002199,CONVÊNIO PROGRAMA AGENTES COMUNITÁRIOS DE SAÚDE -  - PORTARIA Nº 2.474/04,positivos_e_negativos,64,52,12,2,MLP,"{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}",10.015041909042706,7.614575741361167,27.68315267321329,True,False,0.002079929458992243,"[1, 2]",pacf
20260527_095838,600002345,CONVÊNIO PROGRAMA EXTRA TETO IDOSO/2006 - PORTARIA Nº 1.343/2006,apenas_positivos,58,47,11,2,ARIMA,"(3,0,3)",809.6039096018166,735.4354015088055,71.97562923588964,False,False,2.0947930908421476e-06,"[1, 2]",pacf
20260527_095838,600002345,CONVÊNIO PROGRAMA EXTRA TETO IDOSO/2006 - PORTARIA Nº 1.343/2006,apenas_positivos,58,47,11,2,LR,Ridge(alpha=0.01),586.9766374861904,540.6193353703749,57.13782655686467,False,False,2.0947930908421476e-06,"[1, 2]",pacf
20260527_095838,600002345,CONVÊNIO PROGRAMA EXTRA TETO IDOSO/2006 - PORTARIA Nº 1.343/2006,apenas_positivos,58,47,11,2,SVR,"{'C': 1, 'epsilon': 0.1, 'kernel': 'linear'}",522.1404341582953,341.65248897290326,23.210666872860955,False,False,2.0947930908421476e-06,"[1, 2]",pacf
20260527_095838,600002345,CONVÊNIO PROGRAMA EXTRA TETO IDOSO/2006 - PORTARIA Nº 1.343/2006,apenas_positivos,58,47,11,2,MLP,"{'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'learning_rate_init': 0.001}",475.09774539252857,460.60254252869964,47.17796960869556,True,False,2.0947930908421476e-06,"[1, 2]",pacf
20260527_095838,600002422,CONVÊNIO PROGRAMA COMBATE AS CARÊNCIAS NUTRICIONAI - PORTARIA 1.357/2006,apenas_positivos,68,56,12,0,N/A,N/A,,,,False,True,0.9999999525151286,[],nenhum
20260527_095838,600003885,CONVÊNIO PVVPS - PORTARIA Nº 2.849/2011,apenas_positivos,38,31,7,6,ARIMA,"(2,0,0)",377.01190622407984,353.38918233257954,407329.3502051154,False,False,7.82739718740125e-14,"[1, 6]",pacf
20260527_095838,600003885,CONVÊNIO PVVPS - PORTARIA Nº 2.849/2011,apenas_positivos,38,31,7,6,LR,Ridge(alpha=10.0),30.66186643311351,29.84051922768037,34789.02957372772,False,False,7.82739718740125e-14,"[1, 6]",pacf
20260527_095838,600003885,CONVÊNIO PVVPS - PORTARIA Nº 2.849/2011,apenas_positivos,38,31,7,6,SVR,"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}",16.482065758067183,16.111578928912472,18796.38638338669,True,False,7.82739718740125e-14,"[1, 6]",pacf
20260527_095838,600003885,CONVÊNIO PVVPS - PORTARIA Nº 2.849/2011,apenas_positivos,38,31,7,6,MLP,"{'hidden_layer_sizes': (50,), 'alpha': 0.001, 'learning_rate_init': 0.001}",113.58630187767979,112.3475413006194,133718.00197896909,False,False,7.82739718740125e-14,"[1, 6]",pacf
20260527_095838,600003904,CONVÊNIO VIGILÂNCIA EM SAÚDE - FINLACEN-VISA - PORTARIA MS Nº 2.982/2011,apenas_positivos,82,70,12,9,ARIMA,"(1,2,1)",964.3342581686173,852.282242219057,12.27666791604417,True,False,1.919575607634271e-118,"[1, 2, 3, 9]",pacf
20260527_095838,600003904,CONVÊNIO VIGILÂNCIA EM SAÚDE - FINLACEN-VISA - PORTARIA MS Nº 2.982/2011,apenas_positivos,82,70,12,9,LR,Ridge(alpha=10.0),1295.8050140425503,1144.7957849633758,16.48474228744149,False,False,1.919575607634271e-118,"[1, 2, 3, 9]",pacf
20260527_095838,600003904,CONVÊNIO VIGILÂNCIA EM SAÚDE - FINLACEN-VISA - PORTARIA MS Nº 2.982/2011,apenas_positivos,82,70,12,9,SVR,"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}",1644.5108882219233,1443.2301289154377,20.77680661606096,False,False,1.919575607634271e-118,"[1, 2, 3, 9]",pacf
20260527_095838,600003904,CONVÊNIO VIGILÂNCIA EM SAÚDE - FINLACEN-VISA - PORTARIA MS Nº 2.982/2011,apenas_positivos,82,70,12,9,MLP,"{'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'learning_rate_init': 0.01}",1245.5563544564234,1105.3424793366955,15.927733416025278,False,False,1.919575607634271e-118,"[1, 2, 3, 9]",pacf
20260527_095838,600004296,CONVÊNIO PROFAPS - PORTARIAS Nº 3189,apenas_positivos,60,48,12,2,ARIMA,"(1,1,0)",4789.240197874782,2633.25678419556,16.56071357835002,True,False,1.5253910290233823e-06,"[1, 2]",pacf
20260527_095838,600004296,CONVÊNIO PROFAPS - PORTARIAS Nº 3189,apenas_positivos,60,48,12,2,LR,Ridge(alpha=10.0),5861.598166940224,4144.943907472336,30.128690008454974,False,False,1.5253910290233823e-06,"[1, 2]",pacf
20260527_095838,600004296,CONVÊNIO PROFAPS - PORTARIAS Nº 3189,apenas_positivos,60,48,12,2,SVR,"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}",8451.930847567193,7102.0293467069305,57.21664397745167,False,False,1.5253910290233823e-06,"[1, 2]",pacf
20260527_095838,600004296,CONVÊNIO PROFAPS - PORTARIAS Nº 3189,apenas_positivos,60,48,12,2,MLP,"{'hidden_layer_sizes': (50, 50), 'alpha': 0.001, 'learning_rate_init': 0.01}",9016.26702697103,7945.41982950594,65.3613604097426,False,False,1.5253910290233823e-06,"[1, 2]",pacf
20260527_095838,600004310,CONVÊNIO SES/PE PNA-CNCDO (CENTRAL DE TRANSPLANTE) - PORTARIA MS Nº 207/14,apenas_positivos,62,50,12,1,ARIMA,"(2,0,3)",2053.8589244466625,1842.059009421603,5839.366219072736,False,False,8.2289239383924655e-19,[1],pacf
20260527_095838,600004310,CONVÊNIO SES/PE PNA-CNCDO (CENTRAL DE TRANSPLANTE) - PORTARIA MS Nº 207/14,apenas_positivos,62,50,12,1,LR,Ridge(alpha=1.0),5882.587230736431,5584.455569510613,16201.691778023789,False,False,8.2289239383924655e-19,[1],pacf
20260527_095838,600004310,CONVÊNIO SES/PE PNA-CNCDO (CENTRAL DE TRANSPLANTE) - PORTARIA MS Nº 207/14,apenas_positivos,62,50,12,1,SVR,"{'C': 100, 'epsilon': 0.01, 'kernel': 'linear'}",668.6192880723928,592.1376894194336,1657.8925714623804,True,False,8.2289239383924655e-19,[1],pacf
20260527_095838,600004310,CONVÊNIO SES/PE PNA-CNCDO (CENTRAL DE TRANSPLANTE) - PORTARIA MS Nº 207/14,apenas_positivos,62,50,12,1,MLP,"{'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}",963.4050208028119,932.9825167232608,2747.767112154394,False,False,8.2289239383924655e-19,[1],pacf
20260527_095838,600004435,CONVÊNIO PROGRAMA FINLACEN -,apenas_positivos,82,70,12,2,ARIMA,"(0,1,1)",809.6722199019571,551.4950560253261,22.263614143422863,True,False,1.2219735144504253e-32,"[1, 2]",pacf
20260527_095838,600004435,CONVÊNIO PROGRAMA FINLACEN -,apenas_positivos,82,70,12,2,LR,Ridge(alpha=0.01),7803.4916693135165,7329.41143105514,403.5824140313971,False,False,1.2219735144504253e-32,"[1, 2]",pacf
20260527_095838,600004435,CONVÊNIO PROGRAMA FINLACEN -,apenas_positivos,82,70,12,2,SVR,"{'C': 10, 'epsilon': 0.01, 'kernel': 'linear'}",859.9589886544625,659.4947209159703,29.150262859457182,False,False,1.2219735144504253e-32,"[1, 2]",pacf
20260527_095838,600004435,CONVÊNIO PROGRAMA FINLACEN -,apenas_positivos,82,70,12,2,MLP,"{'hidden_layer_sizes': (100,), 'alpha': 0.01, 'learning_rate_init': 0.001}",3217.326670267415,2830.652648239591,148.2413685696165,False,False,1.2219735144504253e-32,"[1, 2]",pacf
20260527_095838,600004439,CONVÊNIO PRÓ-RESIDÊNCIA MÉDICA - PORTARIA Nº 961/2015,apenas_positivos,74,62,12,2,ARIMA,"(0,1,1)",134222.03443162338,68700.09944967357,201.50776151219358,False,False,2.0674907586185155e-38,"[1, 2]",pacf
20260527_095838,600004439,CONVÊNIO PRÓ-RESIDÊNCIA MÉDICA - PORTARIA Nº 961/2015,apenas_positivos,74,62,12,2,LR,Ridge(alpha=10.0),145835.06261926077,84850.53577694477,152.0801472298718,False,False,2.0674907586185155e-38,"[1, 2]",pacf
20260527_095838,600004439,CONVÊNIO PRÓ-RESIDÊNCIA MÉDICA - PORTARIA Nº 961/2015,apenas_positivos,74,62,12,2,SVR,"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}",136668.71136540204,72270.85783927776,190.1149274111841,False,False,2.0674907586185155e-38,"[1, 2]",pacf
20260527_095838,600004439,CONVÊNIO PRÓ-RESIDÊNCIA MÉDICA - PORTARIA Nº 961/2015,apenas_positivos,74,62,12,2,MLP,"{'hidden_layer_sizes': (50,), 'alpha': 0.001, 'learning_rate_init': 0.01}",131389.27279033285,65642.45821727028,217.3111383207911,True,False,2.0674907586185155e-38,"[1, 2]",pacf
20260527_095838,600004441,CONVÊNIO FN-SUS/MICROCEFALIA/LACEN-PE - PORT. INTERM. Nº 405/2016,apenas_positivos,82,70,12,9,ARIMA,"(3,2,3)",1274.9578114149763,1136.3243299815156,15.820019924723796,True,False,5.281670200439142e-106,"[1, 4, 7, 9]",pacf
20260527_095838,600004441,CONVÊNIO FN-SUS/MICROCEFALIA/LACEN-PE - PORT. INTERM. Nº 405/2016,apenas_positivos,82,70,12,9,LR,Ridge(alpha=10.0),1520.6840483080437,1322.5553066719958,18.318073543351645,False,False,5.281670200439142e-106,"[1, 4, 7, 9]",pacf
20260527_095838,600004441,CONVÊNIO FN-SUS/MICROCEFALIA/LACEN-PE - PORT. INTERM. Nº 405/2016,apenas_positivos,82,70,12,9,SVR,"{'C': 1, 'epsilon': 0.01, 'kernel': 'linear'}",1514.8512493518913,1292.2938438525914,17.847895393123654,False,False,5.281670200439142e-106,"[1, 4, 7, 9]",pacf
20260527_095838,600004441,CONVÊNIO FN-SUS/MICROCEFALIA/LACEN-PE - PORT. INTERM. Nº 405/2016,apenas_positivos,82,70,12,9,MLP,"{'hidden_layer_sizes': (100, 50), 'alpha': 0.0001, 'learning_rate_init': 0.01}",1735.647646691973,1551.2259457847706,21.613361511276697,False,False,5.281670200439142e-106,"[1, 4, 7, 9]",pacf
20260527_095838,600004605,CONVÊNIO PFVPS - PORTARIA N 3.992/2017,apenas_positivos,82,70,12,0,N/A,N/A,,,,False,True,0.7741130536307482,[],nenhum
20260527_095838,600004606,CONVÊNIO BLOCO DE ATENÇÃO BÁSICA - ATENÇÃO BÁSICA,positivos_e_negativos,80,68,12,0,N/A,N/A,,,,False,True,0.06884523595029353,[7],nenhum
20260527_095838,600004623,CONVÊNIO PROGRAMA RENAST -,apenas_positivos,64,52,12,0,N/A,N/A,,,,False,True,0.46229823927466707,[3],nenhum
20260527_095838,600004624,CONVÊNIO MAC - SOS EMERGÊNCIA HOSP. DA RESTAURAÇÃO - PORTARIA Nº 3.016/2011,apenas_positivos,80,68,12,0,N/A,N/A,,,,False,True,0.9999999998614973,[],nenhum
20260527_095838,600004625,CONVÊNIO ATENÇÃO BÁSICA - SISPEN - PORTARIA 2.571/2014,positivos_e_negativos,77,65,12,0,N/A,N/A,,,,False,True,0.07072338898497016,[1],nenhum
20260527_095838,600004626,CONVÊNIO FNS  A I D S ( VIGILÂNCIA EM SAÚDE ) - PORTARIA Nº 3.276/2013,apenas_positivos,74,62,12,6,ARIMA,"(1,1,3)",570357.4050969095,266329.4286090947,36.60510730736603,True,False,5.5508423022697825e-08,"[1, 6]",pacf
20260527_095838,600004626,CONVÊNIO FNS  A I D S ( VIGILÂNCIA EM SAÚDE ) - PORTARIA Nº 3.276/2013,apenas_positivos,74,62,12,6,LR,Ridge(alpha=10.0),580366.8728056012,281007.95983357966,38.728109092672554,False,False,5.5508423022697825e-08,"[1, 6]",pacf
20260527_095838,600004626,CONVÊNIO FNS  A I D S ( VIGILÂNCIA EM SAÚDE ) - PORTARIA Nº 3.276/2013,apenas_positivos,74,62,12,6,SVR,"{'C': 10, 'epsilon': 0.1, 'kernel': 'rbf'}",602019.656430598,305240.9359118125,42.73565942769213,False,False,5.5508423022697825e-08,"[1, 6]",pacf
20260527_095838,600004626,CONVÊNIO FNS  A I D S ( VIGILÂNCIA EM SAÚDE ) - PORTARIA Nº 3.276/2013,apenas_positivos,74,62,12,6,MLP,"{'hidden_layer_sizes': (100, 50), 'alpha': 0.01, 'learning_rate_init': 0.001}",573096.7284042762,273155.74492412346,37.41745653932061,False,False,5.5508423022697825e-08,"[1, 6]",pacf
20260527_095838,600004627,CONVÊNIO PROGRAMA FINLACEN -,apenas_positivos,80,68,12,0,N/A,N/A,,,,False,True,0.9348331631342933,[],nenhum
20260527_095838,600004628,CONVÊNIO 00.530.493/0001-71 - PORTARIA Nº 1.792/2012,apenas_positivos,25,20,5,0,N/A,N/A,,,,False,True,0.9885540656647345,[],nenhum
20260527_095838,600004629,CONVÊNIO SES/PE PNA-CNCDO (CENTRAL DE TRANSPLANTE) - PORTARIA MS Nº 207/14,apenas_positivos,73,61,12,1,ARIMA,"(1,0,0)",19009.87622139375,16534.52893661022,26.904701662469826,False,False,8.96252709819918e-07,[1],pacf
20260527_095838,600004629,CONVÊNIO SES/PE PNA-CNCDO (CENTRAL DE TRANSPLANTE) - PORTARIA MS Nº 207/14,apenas_positivos,73,61,12,1,LR,Ridge(alpha=0.01),18755.348267127,15692.686988316387,25.001730235832518,True,False,8.96252709819918e-07,[1],pacf
20260527_095838,600004629,CONVÊNIO SES/PE PNA-CNCDO (CENTRAL DE TRANSPLANTE) - PORTARIA MS Nº 207/14,apenas_positivos,73,61,12,1,SVR,"{'C': 10, 'epsilon': 0.01, 'kernel': 'rbf'}",20311.511551889762,8498.214639700347,8.704804459471982,False,False,8.96252709819918e-07,[1],pacf
