Codigo,Nome,Grupo_Sinal,Cluster_ID,Membros_Total,Membros_Modelaveis,N_Lags_x,LB_Pvalor,Pooled_Ridge_RMSE,Pooled_Ridge_MAE,Pooled_Ridge_MAPE,Pooled_Ridge_Params,Pooled_SVR_RMSE,Pooled_SVR_MAE,Pooled_SVR_MAPE,Pooled_SVR_Params,Pooled_MLP_RMSE,Pooled_MLP_MAE,Pooled_MLP_MAPE,Pooled_MLP_Params,LGBM_Cluster_RMSE,LGBM_Cluster_MAE,LGBM_Cluster_MAPE,LGBM_Cluster_Params,Ind_Melhor_Modelo,Ind_RMSE,Ind_MAE,Ind_MAPE,N_Treino,N_Holdout,N_Lags_y,Pooled_Melhor_Modelo,Pooled_Melhor_RMSE,Delta_RMSE_pct
601004193,CONVÊNIO AQUISIÇÃO DE EQUIPAMENTOS - PAULISTA/PE -,apenas_positivos,1,123,115,2,0.0,5719.68,5378.06,388.5461,alpha=0.01,2498.58,2334.81,137.3382,C=1  eps=0.1  kernel=rbf,2920.18,2658.58,142.4038,"layers=(100,)  alpha=0.001  lr=0.01",7398.35,6745.93,501.3849,n_est=118  membros=115,SVR,2308.3334367401853,2209.059139046428,131.44977810464573,53,12,2,SVR,2498.58,8.24
601004309,CONVÊNIO HBC - EQUIPAMENTO AMBIÊNCIA DOS SERVIÇOS  - PORTARIA Nº 2.151/2014,apenas_positivos,1,123,115,2,0.0,61.3,55.31,14.9113,alpha=0.01,262.38,230.83,52.762,C=1  eps=0.1  kernel=rbf,232.4,209.34,48.9392,"layers=(100,)  alpha=0.001  lr=0.01",117.54,103.91,27.4805,n_est=118  membros=115,ARIMA,147.26788419504777,129.559846167464,29.43535496476913,57,12,2,Ridge,61.3,-58.38
602000000,TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE – RECURSOS DESTINADOS AO ENFRENTAMENTO DA COVID-19 NO BOJO DA AÇÃO 21C0.,positivos_e_negativos,0,243,18,6,0.0005,28240006.17,27594958.8,119489.87,alpha=100.0,6926160.95,6777264.95,29115.9705,C=1  eps=0.1  kernel=rbf,13558873.13,13191115.9,56646.0031,"layers=(50, 50)  alpha=0.01  lr=0.001",15235529.84,12991650.46,55847.9934,n_est=73  membros=18,ARIMA,1890764.5039826224,810740.1128604707,1183.6874393532569,45,11,6,SVR,6926160.95,266.32
631002150,CONVÊNIO FORTALECIMENTO DO LACEN - 3686/04,apenas_positivos,1,123,115,10,0.0001,33.4,31.9,72.7402,alpha=0.01,25.38,22.62,47.9118,C=1  eps=0.1  kernel=rbf,22.16,17.74,36.8255,"layers=(50,)  alpha=0.001  lr=0.01",38.55,36.44,84.0027,n_est=118  membros=115,LR,9.20930719541935,5.394516549724105,10.163351839871284,47,11,10,MLP,22.16,140.63
631003992,CONVÊNIO REFORMA DA ESTRUTURA FÍSICA DO SETOR DE H - 778768/12,apenas_positivos,1,123,115,2,0.0,70.08,68.32,23.2234,alpha=0.01,148.39,131.74,43.6578,C=1  eps=0.1  kernel=rbf,124.9,110.41,36.9569,"layers=(100,)  alpha=0.001  lr=0.01",99.03,94.97,32.7717,n_est=118  membros=115,MLP,21.35429078834365,16.086680635240953,5.871104237242649,54,12,2,Ridge,70.08,228.18
631003993,CONVÊNIO REFORMA DAS SALAS DE CIRURGIA DE ALTA FRE - 780883/12,apenas_positivos,1,123,115,10,0.0,0.36,0.27,23.1206,alpha=0.01,0.69,0.61,58.1671,C=1  eps=0.1  kernel=rbf,0.68,0.58,54.4883,"layers=(50,)  alpha=0.001  lr=0.01",0.35,0.28,25.3646,n_est=118  membros=115,SVR,0.30802209807152,0.2488277317313793,23.13597617540844,56,12,10,LGBM,0.35,13.63
631003994,CONVÊNIO REFORMA DA EMERGÊNCIA CARDIOLÓGICA DO HOS - 780949/12,apenas_positivos,0,243,18,4,0.0022,130.67,118.63,70.6954,alpha=100.0,105.05,59.79,22.3131,C=1  eps=0.01  kernel=rbf,161.45,148.3,84.3403,"layers=(50,)  alpha=0.001  lr=0.001",95.03,60.41,24.3858,n_est=73  membros=18,SVR,84.4923185030797,64.76919134488317,29.903120408152077,53,12,4,LGBM,95.03,12.47
631004005,CONVÊNIO HGA - CONSTRUÇÃO CENTRO DE REFERÊNCIA EM  - 758070,apenas_positivos,1,123,115,2,0.0166,4754.71,4486.98,144.216,alpha=0.01,1960.04,1798.38,55.6881,C=1  eps=0.1  kernel=rbf,1109.64,990.8,32.7404,"layers=(100,)  alpha=0.001  lr=0.01",5703.73,5426.13,172.8079,n_est=118  membros=115,ARIMA,829.7150183952671,622.7209665761379,18.811294434947424,54,12,2,MLP,1109.64,33.74
631004542,CONVÊNIO 836305/2016-AQUISIÇÃO DE EQUIP E MAT PERM - 836305/2016,apenas_positivos,1,123,115,1,0.0029,5379.86,2948.39,33.6984,alpha=0.01,6108.96,3721.15,49.371,C=1  eps=0.1  kernel=rbf,5704.8,3175.69,41.7413,"layers=(50, 50)  alpha=0.01  lr=0.01",5078.0,3002.9,45.5027,n_est=118  membros=115,ARIMA,6094.063819723808,3788.927381962202,50.2091776454231,37,9,1,LGBM,5078.0,-16.67
660003929,CONVÊNIO CAPACITA SUAS 2012 - BLOCO DE FINANCIAMEN -,apenas_positivos,1,123,115,2,0.0,41444.05,16180.58,5335.1415,alpha=0.01,42749.07,13157.47,2186.091,C=1  eps=0.1  kernel=rbf,42495.44,14137.95,3859.0075,"layers=(100,)  alpha=0.001  lr=0.01",41463.59,16633.96,5614.1271,n_est=118  membros=115,LR,41875.915019936576,14521.10301278324,3803.1638167677856,67,12,2,Ridge,41444.05,-1.03
660004127,CONVÊNIO CONTRATO Nº 0328822-77/2010/MDS/CAIXA/SED - CONTRATO Nº 0328822-77/2010,positivos_e_negativos,1,123,115,6,0.0,3996.6,1908.73,12.0797,alpha=0.01,4808.66,3119.11,31.4006,C=1  eps=0.1  kernel=rbf,5091.76,3513.26,36.9108,"layers=(100, 50)  alpha=0.0001  lr=0.001",4051.31,2086.9,14.9379,n_est=118  membros=115,SVR,4120.488568406384,2391.0696892192504,26.287328590007697,67,12,6,Ridge,3996.6,-3.01
660004249,CONVÊNIO PROGRAMA DE ERRADICAÇÃO DO TRABALHO INFAN -,positivos_e_negativos,1,123,115,7,0.0,110.36,94.75,2160.308,alpha=0.01,47.33,44.15,1080.3348,C=1  eps=0.1  kernel=rbf,82.71,75.84,1946.2524,"layers=(50,)  alpha=0.0001  lr=0.001",106.21,92.52,2105.6531,n_est=118  membros=115,SVR,3.556627014254909,3.3705812071844345,89.811300365667,69,12,7,SVR,47.33,1230.76
660004647,CONVÊNIO SIGTV-PCF4 -SISTEMA DE GESTÃO DE TRANSFER -,positivos_e_negativos,1,123,115,8,0.0,12.64,9.91,12.1915,alpha=0.01,47.5,40.98,50.7527,C=1  eps=0.1  kernel=rbf,17.83,14.25,17.3209,"layers=(100,)  alpha=0.0001  lr=0.001",12.56,9.43,11.4019,n_est=118  membros=115,SVR,15.411954301498804,12.726623208098443,15.741116527512196,69,12,8,LGBM,12.56,-18.5
660004678,CONVÊNIO ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE PROTE -,apenas_positivos,1,123,115,5,0.0,1977.21,893.07,38.0129,alpha=0.01,2130.02,870.75,32.7832,C=1  eps=0.1  kernel=rbf,2032.4,755.21,20.212,"layers=(50, 50)  alpha=0.001  lr=0.001",1946.1,1060.63,58.4958,n_est=118  membros=115,ARIMA,2027.0207561871769,712.4473933160899,15.734519562336391,61,12,5,LGBM,1946.1,-3.99
665004515,CONVÊNIO CONVÊNIO DE COOPERAÇÃO TÉCNICA E FINANCEI -,apenas_positivos,1,123,115,4,0.0,395.42,178.36,22.7758,alpha=0.01,457.02,263.32,50.6218,C=1  eps=0.1  kernel=rbf,433.17,234.93,40.8377,"layers=(100,)  alpha=0.0001  lr=0.001",396.56,179.43,23.1434,n_est=118  membros=115,MLP,403.17344517416615,192.2300085557586,27.232411881841784,63,12,4,Ridge,395.42,-1.92
700001519,CONVÊNIO DANCING DAYS - C.R.218.771-36/2007,apenas_positivos,0,243,18,2,0.0166,18019.09,17815.43,6460.7337,alpha=0.01,7550.66,7282.17,1725.9672,C=1  eps=0.1  kernel=rbf,31984.73,29702.77,6717.1082,"layers=(50, 50)  alpha=0.01  lr=0.01",11073.78,10336.85,1803.2047,n_est=73  membros=18,ARIMA,7508.825434276201,7394.491962676887,2161.138244738608,69,12,2,SVR,7550.66,0.56
700001870,CONVÊNIO PINTANDO A LIBERDADE III - MET 048/2002,apenas_positivos,1,123,115,3,0.0,4.07,3.28,14.3984,alpha=0.01,11.99,10.54,46.9853,C=1  eps=0.1  kernel=rbf,16.68,14.82,66.4081,"layers=(100, 50)  alpha=0.01  lr=0.001",3.65,2.81,12.2606,n_est=118  membros=115,ARIMA,5.998953051118822,5.062868406339896,22.301203403370504,64,12,3,LGBM,3.65,-39.16
700002114,CONVÊNIO FACEPE/FINEP/PAPPE - 3004025900,apenas_positivos,1,123,115,2,0.0,718.73,619.7,47.8131,alpha=0.01,707.88,531.95,40.8607,C=1  eps=0.1  kernel=rbf,1050.44,818.78,53.2905,"layers=(100,)  alpha=0.001  lr=0.01",766.92,702.63,55.3448,n_est=118  membros=115,MLP,708.6869004162988,583.3621243686533,44.9935468386565,44,11,2,SVR,707.88,-0.11
700003013,CONVÊNIO IPA / MDA MATAS SÃO FRANCISCO - MDA Nº 035/2007,apenas_positivos,1,123,115,3,0.0,99.09,86.49,4.7928,alpha=0.01,702.07,619.78,31.6271,C=1  eps=0.1  kernel=rbf,999.16,903.66,46.4308,"layers=(100, 50)  alpha=0.01  lr=0.001",337.77,282.86,14.2351,n_est=118  membros=115,MLP,274.21880014297955,223.2565756157321,11.168626684374985,68,12,3,Ridge,99.09,-63.86
700003024,CONVÊNIO FINEP - SUBVENÇÂO - 0107071700/2007-FINEP-SUBV.,apenas_positivos,1,123,115,2,0.0,655.77,565.31,47.7973,alpha=0.01,645.93,485.31,40.8513,C=1  eps=0.1  kernel=rbf,958.75,747.37,53.3064,"layers=(100,)  alpha=0.001  lr=0.01",687.39,610.51,52.1941,n_est=118  membros=115,MLP,645.5070490454169,529.3866324767382,44.71638962226211,44,11,2,SVR,645.93,0.07
700003065,"CONVÊNIO VILA DO GARRANCHO, NO MUNICIPIO DE SALGUE - CR 0233.404-90/07 MIN. CIDADES",positivos_e_negativos,1,123,115,9,0.0,173.25,86.61,139.3071,alpha=0.01,184.71,97.54,133.4162,C=1  eps=0.1  kernel=rbf,173.22,84.79,130.7203,"layers=(50, 50)  alpha=0.0001  lr=0.001",177.95,88.87,123.4549,n_est=118  membros=115,SVR,192.5588731163964,87.21936357536674,53.19494494827023,61,12,9,MLP,173.22,-10.04
700003113,CONVÊNIO IPA/MCT/ITAPIREMA - 01.0116.00/2007,apenas_positivos,1,123,115,2,0.0,4.82,3.92,14.0548,alpha=0.01,12.66,11.19,39.5144,C=1  eps=0.1  kernel=rbf,15.19,13.5,47.8268,"layers=(100,)  alpha=0.001  lr=0.01",5.13,4.02,14.2776,n_est=118  membros=115,MLP,6.663842980215462,5.720736217247595,20.153755069476567,46,11,2,Ridge,4.82,-27.67
700003266,CONVÊNIO INCLUSÃO DIGITAL DA POPULAÇÃO CARCERÁRIA  - MJ Nº 032/2007,apenas_positivos,1,123,115,3,0.0,5.82,4.65,10.2963,alpha=0.01,26.42,23.13,50.7671,C=1  eps=0.1  kernel=rbf,36.71,32.63,72.1336,"layers=(100, 50)  alpha=0.01  lr=0.001",5.94,5.19,12.5713,n_est=118  membros=115,MLP,6.3070343573671686,4.894206852571691,10.64880295524913,62,12,3,Ridge,5.82,-7.72
700003268,CONVÊNIO CAPACITAÇÃO PROFISSIONAL EM ELETRICIDADE  - MJ Nº 048/2007,apenas_positivos,1,123,115,3,0.0,0.4,0.32,10.297,alpha=0.01,1.81,1.59,50.7855,C=1  eps=0.1  kernel=rbf,2.52,2.24,72.1199,"layers=(100, 50)  alpha=0.01  lr=0.001",0.45,0.38,12.6295,n_est=118  membros=115,MLP,0.4333692786905658,0.3360837308134169,10.66714201274616,62,12,3,Ridge,0.4,-7.7
700003270,CONVÊNIO CAPACITAÇÃO PROFISSIONAL EM CORTE E COSTU - MJ Nº 055/2007,apenas_positivos,1,123,115,10,0.0,4.41,3.57,10.36,alpha=0.01,16.02,13.79,39.2178,C=1  eps=0.1  kernel=rbf,19.87,16.38,45.9463,"layers=(50,)  alpha=0.001  lr=0.01",5.33,4.21,12.354,n_est=118  membros=115,MLP,9.64097449610275,8.074253362603356,22.80300102888197,64,12,10,Ridge,4.41,-54.26
700003281,CONVÊNIO CNPQ/FACEPE-PRONEX 2008 - PROG.APOIO A NÚCL EXCELÊCIAS,apenas_positivos,1,123,115,2,0.0,56.87,50.74,57.5552,alpha=0.01,57.47,46.26,52.4571,C=1  eps=0.1  kernel=rbf,78.85,59.55,51.1359,"layers=(100,)  alpha=0.001  lr=0.01",58.27,53.49,61.5724,n_est=118  membros=115,MLP,55.833714210875605,48.85608732699362,54.59102906520318,44,11,2,Ridge,56.87,1.86
700003348,CONVÊNIO TERMO DE COMPROMISSO Nº001/2008 - 001/2008,apenas_positivos,1,123,115,2,0.0217,621.92,451.03,66.4288,alpha=0.01,822.41,511.36,54.6767,C=1  eps=0.1  kernel=rbf,788.17,520.61,64.8537,"layers=(100,)  alpha=0.001  lr=0.01",653.52,629.27,147.1626,n_est=118  membros=115,ARIMA,664.4687599681062,387.4292344940557,43.14609437733338,35,8,2,Ridge,621.92,-6.4
700003591,CONVÊNIO CT N° 0264.754-88-2008 QUADRA POLIESPORTI - CT N° 0264.754-88/2008,apenas_positivos,0,243,18,4,0.0002,1016.73,924.34,16.8164,alpha=100.0,786.29,713.34,12.9584,C=1  eps=0.01  kernel=rbf,866.51,726.74,13.0422,"layers=(50,)  alpha=0.001  lr=0.001",443.08,390.1,7.1567,n_est=73  membros=18,ARIMA,648.2873486283704,553.377706701794,9.983823394734442,70,12,4,LGBM,443.08,-31.65
700003639,CONVÊNIO CONVENIO FACEPE/CNPQ - PPP 2010 - REGISTRO SICONV 739517/2010,apenas_positivos,1,123,115,2,0.0,760.27,554.61,31.5794,alpha=0.01,951.11,593.14,27.706,C=1  eps=0.1  kernel=rbf,1224.42,881.09,43.778,"layers=(100,)  alpha=0.001  lr=0.01",826.2,710.2,45.3682,n_est=118  membros=115,ARIMA,765.9619968040809,480.31121594996586,27.991477666965125,43,10,2,Ridge,760.27,-0.74
700003640,CONVÊNIO CONVENIO FACEPE/CNPQ - PRONEM 2010 - 610031/2010,apenas_positivos,1,123,115,2,0.0,1484.63,1282.09,184.5287,alpha=0.01,1353.44,1084.46,163.4179,C=1  eps=0.1  kernel=rbf,1702.49,1448.64,133.6689,"layers=(100,)  alpha=0.001  lr=0.01",1491.37,1351.44,184.6694,n_est=118  membros=115,SVR,1360.712553822612,1053.0779753085767,137.5331473884694,44,11,2,SVR,1353.44,-0.53
700003641,CONVÊNIO CONVENIO FACEPE/CNPQ - PRONEX 2010 - REGISTRO SICONV 737440/2010,apenas_positivos,1,123,115,2,0.0,723.56,623.86,47.8134,alpha=0.01,712.64,535.53,40.861,C=1  eps=0.1  kernel=rbf,1057.5,824.28,53.2906,"layers=(100,)  alpha=0.001  lr=0.01",760.67,693.89,53.9829,n_est=118  membros=115,MLP,713.454425089679,587.2885777413271,44.99408064416278,44,11,2,SVR,712.64,-0.11
700003647,CONVÊNIO MULHERES DE TEJUCUPAPO - TC.0301.544-37/2009/MC/CAIXA,apenas_positivos,0,243,18,12,0.0443,7528.64,5179.61,26.1691,alpha=100.0,12309.68,11472.86,45.8802,C=1  eps=0.1  kernel=rbf,4468.87,3982.22,17.3384,"layers=(50, 50)  alpha=0.01  lr=0.001",8490.62,7718.32,32.226,n_est=73  membros=18,ARIMA,5527.157151699891,4919.485010442787,20.423164367044457,70,12,12,MLP,4468.87,-19.15
700003867,CONVÊNIO IMPLANTAÇÃO CENTRO REFERÊNCIA EM DIREITOS - 760720/2011-SICONV/SDH/PR,positivos_e_negativos,1,123,115,1,0.0025,2.06,2.03,215.7553,alpha=0.01,0.73,0.7,74.4858,C=1  eps=0.1  kernel=rbf,0.54,0.41,41.7306,"layers=(50, 50)  alpha=0.01  lr=0.01",2.87,2.85,303.9764,n_est=118  membros=115,MLP,0.180274791831968,0.1587132344614035,17.628129505803265,22,5,1,MLP,0.54,199.54
700003935,CONVÊNIO REFORMA DO PONTO DE CULTURA SITIO DA TRIN -,apenas_positivos,1,123,115,1,0.0,6.55,4.28,16.7776,alpha=0.01,12.14,9.92,42.1462,C=1  eps=0.1  kernel=rbf,13.46,11.16,47.8122,"layers=(50, 50)  alpha=0.01  lr=0.01",5.94,3.4,12.7327,n_est=118  membros=115,ARIMA,5.76841096735006,3.232598866419987,12.040913370185308,67,12,1,LGBM,5.94,2.97
700004189,CONVÊNIO CONSTRUÇÃO DA CADEIA PÚBLICA DE ARAÇOIABA - 778008/2012,positivos_e_negativos,0,243,18,2,0.0342,190026.86,165106.88,467.3936,alpha=0.01,53043.99,46692.52,127.8616,C=1  eps=0.1  kernel=rbf,731144.51,668272.24,1816.182,"layers=(50, 50)  alpha=0.01  lr=0.01",46499.69,39265.42,109.0664,n_est=73  membros=18,SVR,9743.57325228434,9322.215416797915,25.24894805207079,61,12,2,LGBM,46499.69,377.23
700004245,CONVÊNIO FORTE DE SANTO ANTÔNIO -,positivos_e_negativos,1,123,115,5,0.0,701.83,377.41,120.5353,alpha=0.01,547.93,219.01,39.0258,C=1  eps=0.1  kernel=rbf,624.92,294.74,82.7828,"layers=(50, 50)  alpha=0.001  lr=0.001",716.8,425.95,146.3281,n_est=118  membros=115,SVR,588.619164498666,229.0219392787872,41.57377854363837,50,12,5,SVR,547.93,-6.91
700004246,CONVÊNIO PAC 313 - FORTE DE SÃO PEDRO DO BOLDRÓ -,positivos_e_negativos,1,123,115,5,0.0,586.86,340.32,158.4208,alpha=0.01,437.02,171.34,37.5617,C=1  eps=0.1  kernel=rbf,514.66,266.29,112.9559,"layers=(50, 50)  alpha=0.001  lr=0.001",593.27,373.16,182.0873,n_est=118  membros=115,SVR,474.7177582134866,203.13181680990272,58.94041828657687,50,12,5,SVR,437.02,-7.94
700004288,CONVÊNIO INTERVENÇÃO DO ENTORNO DO TELEFÉRICO NO M -,apenas_positivos,1,123,115,2,0.0,142.51,120.2,15.1884,alpha=0.01,322.05,285.51,36.7607,C=1  eps=0.1  kernel=rbf,446.13,416.76,54.855,"layers=(100,)  alpha=0.001  lr=0.01",125.8,102.52,12.8487,n_est=118  membros=115,SVR,144.59392808998638,122.01854199830434,15.42420551909702,68,12,2,LGBM,125.8,-13.0
700004408,CONVÊNIO PAVIMENTAÇÃO DO ACESSO AO MIRANTE FREI DA -,apenas_positivos,1,123,115,2,0.0,482.71,444.17,23.4237,alpha=0.01,850.17,784.6,41.5211,C=1  eps=0.1  kernel=rbf,1143.56,1084.51,58.092,"layers=(100,)  alpha=0.001  lr=0.01",447.61,418.58,22.2301,n_est=118  membros=115,SVR,498.7662235544073,456.2999486870729,24.01711275434497,66,12,2,LGBM,447.61,-10.26
702004197,CONVÊNIO CICLOVIÁRIO DA REGIÃO METROPOLITANA DO RE - PLANO DIRETOR CICLOVIÁRIO,apenas_positivos,1,123,115,1,0.0,133.14,116.18,15.7041,alpha=0.01,759.7,672.34,75.9723,C=1  eps=0.1  kernel=rbf,779.94,694.98,78.2356,"layers=(50, 50)  alpha=0.01  lr=0.01",448.46,423.23,52.8233,n_est=118  membros=115,SVR,270.8130519172052,227.929330465212,25.018665396559943,62,12,1,Ridge,133.14,-50.84
702004226,CONVÊNIO COOPERAÇÃO TÉCNICA DE VIDEO MONITORAMENTO -,apenas_positivos,1,123,115,6,0.0,68.01,57.35,6.6583,alpha=0.01,400.14,353.32,41.1056,C=1  eps=0.1  kernel=rbf,471.32,411.01,47.7645,"layers=(100, 50)  alpha=0.0001  lr=0.001",102.62,89.39,10.3641,n_est=118  membros=115,MLP,133.38614756867085,115.79132340286394,13.403510756384406,66,12,6,Ridge,68.01,-49.01
702004281,CONVÊNIO VIDEOMONITORAMENTO ENTRE A SDS E A PREFEI - CONVÊNIO DE COOP.  08/2014,apenas_positivos,1,123,115,2,0.0,34.45,28.95,8.2258,alpha=0.01,111.52,98.92,28.4935,C=1  eps=0.1  kernel=rbf,155.11,145.54,42.6038,"layers=(100,)  alpha=0.001  lr=0.01",45.0,38.04,10.8058,n_est=118  membros=115,ARIMA,35.68234360266115,29.812014666747498,8.459290024922884,65,12,2,Ridge,34.45,-3.45
702004749,CONVÊNIO COOPERAÇÃO TÉCNICA ADM. E FINANCEIRA ENTR - CONVÊNIO 009/2019-GGPPE/SDS,apenas_positivos,0,243,18,1,0.0085,136905.18,128746.87,22023.0476,alpha=10.0,97012.39,90321.81,16962.4978,C=1  eps=0.1  kernel=rbf,211155.51,189759.24,29088.9479,"layers=(50, 50)  alpha=0.01  lr=0.01",196153.22,174695.81,27501.7059,n_est=73  membros=18,MLP,98214.4623352352,85627.47718607773,16093.624278095143,56,12,1,SVR,97012.39,-1.22
702005118,CONVÊNIO CONVÊNIO ENTRE A SDS E A PREFEITURA MUNIC - 009/2021,apenas_positivos,1,123,115,6,0.003,13026.6,12316.8,9871.2755,alpha=0.01,7480.94,7126.46,5706.9244,C=1  eps=0.1  kernel=rbf,10671.35,10276.73,8276.3998,"layers=(100, 50)  alpha=0.0001  lr=0.001",766.04,758.27,615.0454,n_est=118  membros=115,MLP,11.031947857504637,10.385939320933073,8.362664834413337,36,8,6,LGBM,766.04,6843.83
703004276,CONVÊNIO TERMO DE COOPERAÇÃO TÉCNICA-FINANCEIRA Nº - 001/2013,apenas_positivos,1,123,115,2,0.0,0.22,0.14,10.7272,alpha=0.01,0.21,0.16,15.3145,C=1  eps=0.1  kernel=rbf,0.29,0.27,43.2625,"layers=(100,)  alpha=0.001  lr=0.01",0.21,0.11,3.8024,n_est=118  membros=115,ARIMA,0.2146625258399798,0.1280000000000002,7.648324581822183,24,5,2,SVR,0.21,-2.17
703004277,CONVÊNIO ITEP- BOLSA COMPLEMENTAR 2014 -,apenas_positivos,1,123,115,2,0.0,13.24,11.48,48.3441,alpha=0.01,13.0,9.86,41.3161,C=1  eps=0.1  kernel=rbf,18.88,14.62,51.9025,"layers=(100,)  alpha=0.001  lr=0.01",13.86,12.51,53.2878,n_est=118  membros=115,MLP,12.48922356742911,8.033678489779385,30.44911779427081,44,11,2,SVR,13.0,4.09
703004361,CONVÊNIO FACEPE/PITEC-FIAT -,apenas_positivos,1,123,115,2,0.0,12900.53,4625.12,52.0446,alpha=0.01,12952.84,4488.12,44.7969,C=1  eps=0.1  kernel=rbf,13457.32,4938.31,54.8272,"layers=(100,)  alpha=0.001  lr=0.01",12883.09,4658.48,54.7269,n_est=118  membros=115,ARIMA,12897.084189756475,4640.970460302567,53.30715138760032,44,11,2,LGBM,12883.09,-0.11
703004500,CONVÊNIO PITEC 4ª RODADA - KURIER TECNOLOGIA EM IN -,apenas_positivos,1,123,115,2,0.0,254.38,219.19,47.7417,alpha=0.01,250.7,187.64,40.6838,C=1  eps=0.1  kernel=rbf,377.28,295.13,54.2091,"layers=(100,)  alpha=0.001  lr=0.01",258.08,225.6,49.7875,n_est=118  membros=115,MLP,239.76726719055856,154.645150552202,30.893843915378405,44,11,2,SVR,250.7,4.56
752000000,RECURSOS VINCULADOS AO TRÂNSITO,positivos_e_negativos,0,243,18,1,0.0078,4192250.48,3657763.13,137.1369,alpha=10.0,4792841.51,4217111.97,139.7417,C=1  eps=0.1  kernel=rbf,3951296.05,3185169.37,140.5117,"layers=(50, 50)  alpha=0.01  lr=0.01",4087618.39,3417517.26,131.7564,n_est=73  membros=18,LR,4559764.792735624,4037325.729967391,138.28163562150343,70,12,1,MLP,3951296.05,-13.34
753000000,RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES E PREÇOS PÚBLICOS,positivos_e_negativos,1,123,115,1,0.0234,53121863.38,49561724.93,83.7701,alpha=0.01,18798320.22,15148162.13,23.9632,C=1  eps=0.1  kernel=rbf,11648265.75,10325416.59,16.0255,"layers=(50, 50)  alpha=0.01  lr=0.01",12230743.99,7483164.02,10.5446,n_est=118  membros=115,LR,17194125.342685662,16476611.873149164,26.78215607657001,70,12,1,MLP,11648265.75,-32.25
753220201,"RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS - ADAGRO",apenas_positivos,1,123,115,12,0.0,330029.52,261090.35,17.8956,alpha=0.01,408330.5,358179.93,25.4387,C=1  eps=0.1  kernel=rbf,408084.39,341492.76,23.8189,"layers=(100, 50)  alpha=0.01  lr=0.001",390707.18,334592.41,23.5191,n_est=118  membros=115,MLP,169970.25598329992,136507.44356558783,9.94267015017236,70,12,12,Ridge,330029.52,94.17
753610801,"RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS - MULTAS CPRH",apenas_positivos,1,123,115,3,0.0005,153942.18,131715.87,42.579,alpha=0.01,252336.12,203639.57,45.8514,C=1  eps=0.1  kernel=rbf,354249.83,313460.96,77.8007,"layers=(100, 50)  alpha=0.01  lr=0.001",146337.7,128889.45,43.4226,n_est=118  membros=115,MLP,109497.80219065116,89652.27408775123,22.257058822517664,35,8,3,LGBM,146337.7,33.64
759150000,RECURSOS VINCULADOS A FUNDOS - FUNDO APERF. TCE,apenas_positivos,1,123,115,3,0.0,188287.14,119095.74,15.3726,alpha=0.01,331968.88,267645.94,35.4795,C=1  eps=0.1  kernel=rbf,447315.6,391846.95,54.6743,"layers=(100, 50)  alpha=0.01  lr=0.001",207891.63,139310.05,17.5253,n_est=118  membros=115,SVR,180785.3315116237,126033.18335959502,17.560528056625724,70,12,3,Ridge,188287.14,4.15
759240000,RECURSOS VINCULADOS A FUNDOS - FERM,apenas_positivos,1,123,115,5,0.0,12814166.92,10168009.15,17.1266,alpha=0.01,19526291.69,15824975.78,26.6102,C=1  eps=0.1  kernel=rbf,23311313.52,19140187.62,32.3582,"layers=(50, 50)  alpha=0.001  lr=0.001",14399040.59,10908828.68,17.9238,n_est=118  membros=115,SVR,6324915.580834131,5342416.625894214,10.7740762612133,70,12,5,Ridge,12814166.92,102.6
759260101,RECURSOS VINCULADOS A FUNDOS - FUNTEC,positivos_e_negativos,1,123,115,1,0.0,353251.82,146499.06,27.0055,alpha=0.01,332757.02,221191.49,41.6656,C=1  eps=0.1  kernel=rbf,336009.01,264807.97,51.1206,"layers=(50, 50)  alpha=0.01  lr=0.01",353907.87,152464.06,28.536,n_est=118  membros=115,LR,329584.56210264366,153338.91110896805,28.33449418112283,70,12,1,SVR,332757.02,0.96
759410301,RECURSOS VINCULADOS A FUNDOS - FUPES,positivos_e_negativos,1,123,115,3,0.0,43413.85,31430.86,92.7602,alpha=0.01,58664.31,38736.99,81.2109,C=1  eps=0.1  kernel=rbf,61524.71,41917.13,89.0367,"layers=(100, 50)  alpha=0.01  lr=0.001",57093.28,37476.94,75.7043,n_est=118  membros=115,ARIMA,53716.53183395597,32362.57629023878,60.973661793002506,66,12,3,Ridge,43413.85,-19.18
759460000,RECURSOS VINCULADOS A FUNDOS - FURPE,apenas_positivos,1,123,115,3,0.0,1999892.33,1831972.47,52.0238,alpha=0.01,1181443.76,790446.89,19.5296,C=1  eps=0.1  kernel=rbf,1646087.31,1259840.97,27.3558,"layers=(100, 50)  alpha=0.01  lr=0.001",1769863.13,1452599.4,39.0466,n_est=118  membros=115,MLP,1247472.1873395226,952867.0326566808,23.481892508415623,64,12,3,SVR,1181443.76,-5.29
